file_name,transcription
data/baraa_part03_25.mp3,و هاد الريستو مشهور بزاف يعني انا لي حبيت نخدم بيسك ماني بزاف عليها خلالها جدي المرحوم الشهرية مي ما تقدرش تصرف علينا كامل فالدار على هاذيك قلت نخرج نخدم باه نصرف عليا و على خاوتي و حبست قرايتي باه ما نخليش خاوتي يحسو بالوحدة بعد ما ماتو دارنا ربي يرحمهم فأكسيدون و مدام انا لكبيرة
data/baraa_part03_26.mp3,قررت نرفد واش بقالي من دارنا لي هوما خواتاتي باه ما يضيعوش و ما يخلوش قرايتهم دخلت وين نخدم رحت ديركت للاشومبر لي يبدلو فيها الحوايج لبست حوايج السارفور و دخلت للكوزينة  نشوف واش نساربي للناس ، قعدت نجري من طابلة لطابلة افف عييت
data/baraa_part03_27.mp3,حتى لحقت 10.30 كنت قاعدة فالكوزينة نفطر ياودي كرشي ولات اون كوبل مع ظهري من الجوع علبالي غاملة مي معليش تحملو حتى يجي سي ياسين
data/baraa_part03_28.mp3,ياسين هو الامي تاعي و يخدم معايا تعرفنا فالخدمة ياسين :  من الصباح و نا نجي من طابلة لطابلة و لالة قاعدة ترهج هنا انا: ايا ترهج معايا صح ما تاكولش قلع للخدمة حتى نكمل الماكلة باه نوض
data/baraa_part03_29.mp3,ياسين نتي لا بديتي تاكلي ما تحبسيش ما فهمتش واش عندك في كرشك انا : على زوج لقمات حسدتني فيهم هاه والله راك كوبيتلي لابيتي دخل علينا واحد يخدم تما و قال : الشاف وجد هاذ ليبلا لاطابل 28 و دار عندي : و نتي نهال كي يكمل يوجد روحي سيربي نتي وياسين
data/baraa_part03_30.mp3,انا : اكي ريڨل الخدام : ولازم تتعاملو معاهم مليح بيسك تاع ادارة اعمال و جا معاهم واحد رئيس الشركة  اسم الشركة انا : ما تخافش ما يكون لا خاطرك هو : نعرف ما تخافش تاعك راني نوصي فيك بلاكي تبهدلينا انا : خسارة عليك ما ديرش فيا كونفيونص
data/baraa_part03_31.mp3,هو : همال نتكل عليك نهال انا : حاجة باينة  درت عند ياسين حتى نطق قبلي و قال : هاذ السيد دسرك و نتي حليتيلو العين انا : باه ما يكثرش الهدرة ما يكثرش معايا الهدرة برك خلينا منو و رحنا بدينا نرفدو فليبلا و اتجهنا نحو الهدف قصدي نحو الطابلة وصلنا و بديتا نسيربو الماكلة و كنت مهبطا راسي انا غير طلعتو طاحت عيني فوحد الزل ياخويا ياخويا
data/baraa_part03_32.mp3,واش نحكيلكم  من بعد فقت على روحي بلي راني نخزر فيه و ليت رحت جهة ياسين و وقفت معاه ياسين و هو يهدر مع الناس : بون ابيتي و اذا عندكم طلب اخر رانا هنا نطق هذاك البقلاوة : مي انا دومونديت حوت و قلت ما نحبش فيه الطوماطيش علاه حطيتوه فيه
data/baraa_part03_33.mp3,انا : باه تطلق البنة البقلاوة : لازم تسيربو على حساب لادوموند ماشي من راسكم فهمتو  قالها بلعياطياسين : سمحلنا ميسيو غلطة برك هو : قال غلطة قال ازربو دوك ترفدو عليا هاذا و تجيبو بلا اخر بلا طوماطيش
data/baraa_part03_34.mp3,ميشت انا حتى وصلت قدامو بيسك قلقني و رفدت هاذيك الطوماطيش لي كانت ملفوق بيدي و نحيتها حطيتها فطبسي فارغ و رفدتو و قتلو : هكذا راهي بلا ساهلة برك نتا صعبتها
data/baraa_part03_35.mp3,خلط الطابلة و وقف و بدا يعيط حتى الغاشي كامل ولاو يتفرجو جيهتنا هو : واش درتي ما فهمتش كيفاش يخدمو عيباد كيما نتي هنا و كي رفدتيهم بيدك وين علبالي يديك ايلا مخسولين ولا معفونين و زاد فالعيطة تاعو
data/baraa_part03_36.mp3,دوك ترفدي قسام هاذ البلا و تجيبي وحداخر و لا سينو ما تزيديش دقيقة فالخدمة تاعك انا : اولا شكون نتا باه تعيط عليا هكا و قدام الناس و ثانيا الحمد لله يديا نقايا على وجهك و ثالثا واش حاسب روحك باه تهددني اه حكمني من يدي و زيد عليها : شكون نتي باه ترفدي صوتك عليا و تهدري معايا بهاد لافاصو معلبالكش شكون انا انا ايهاب  رئيس الشركة تاع الملابس و الازياء فهمتي
data/baraa_part03_37.mp3,انا : ما قتلكش عرفني بروحك و ما يخمنيش  ما يهمنيش شكون نتا جبدت يدي من عندو و رحت و خليتو دخلت للكوزينة و النار شاعلة فياؤانا : واش حاسب روحو هادا جاي يعيط عليا و يهدد فيا قال انا ايهاب  رئيس الشركة زعما تعكي فيه  واش دخلني انا فيك اففف
data/baraa_part03_38.mp3,و هي هكاك تعيط حتى دخل ياسين ياسين : واش درتي نتي حمارة ولا اغيول علبالك يقدر صح يحاوزك منا انا : ما عندو ما يدير اصلا ما شفتش كيفاه حاسب روحو زعما مدير الشركة جاي يعلي فروحو قدام الناس و لاعبها ما ياكلش الطوماطيش انا فالدار كي يحكمني الجوع فنص الليل نديرها فالخبز مع الملح و ناكلها والله جي بنينة
data/baraa_part03_39.mp3,ياسين : يخي مكراشة يخ علبالي مكاش لي كيما نتي انا : وي علبالي بلا ما تقولي
data/baraa_part03_40.mp3,عند ايهاب ليوم  كان عندي عشا مع وحد الجماعة من انجيلترا على جال توقيع الشراكة بيني و بينهم و رحنا لواحد الريستو يعني هو معروف مي انا جامي رحتلو بيسك منحبش نروح لبلايص معروفة مي الشركة الانجليزية كي سمعو بيه عجبهم و حبو يروحو تما مور ما وصلنا و دومونديتا ليبلا انا دمونديت حوت مشوي و قلت بلا طوماطيش
data/baraa_part03_41.mp3,مي ما فهمتش علاه ما يسمعوش و جابتهولي وحدة الطفلة ملول كي طاحت عيني فيها اممم واش نحكي يا ربي وحد الزلة من بعد قلت واش دخلني فيها بيسك انا مالجوغ لي نكره البنات و كي قتلها بدلي البلا رفدت هاديك الطوماطيش لي ملفوق بيدها و تحاتها و انا معياف بزاف على هاذيك صرا واش صرا حكيت لفوق جاتني شقوة نعاود
data/baraa_part03_42.mp3,راحت جا مول الريستو و قالي : سمحلنا ميسيو هذاوين سمعت بلي صرا و اذا تقبل مني راح يكون عشاكم خالص من عندنا ايهاب: ما يهمنيش و. حبيت نعرف شكون هاذيك الطفلة لي سيربات هو : هاذيك نهال تخدم سارفور هنا انا : نحبها تتحاوز منا و نعطيك واش تحب هو : ما يكون غير خاطرك ميسيو ايهاب و راك شرفت الريستو بمجيئك ما رجعتلوش بيسك قلقني بهدرتو
data/baraa_part03_43.mp3,نرجعو عند نهال كنت قاعدة فالكوزينة مع ياسين لي نساني فواش صرا و راحلي لقلق حتى دخل عليا السي احمد لي هو مدير الريستو هنا و قال : نهال من اليوم و رايح
data/baraa_ytb_part0001.mp3,السلام عليكم اخواني اخواتي ادعمنا بلايك و اشترك في القناة ليوم جيتكم بحكاية
data/baraa_ytb_part0002.mp3,قرن فضة و قرن ذهب بسم الله بديت و على نبي صليت كان يا مكان في قديم الزمان كانو وحد
data/baraa_ytb_part0003.mp3,ثلث بنات يتامى عايشين وحدهم في واحد الدار واحد المرة قاعدين متوانسين نطقت البنت لكبيرة قالت لخواتاتها وش امنيتكم
data/baraa_ytb_part0004.mp3,فهاد الدنيا نطقت الوسطانية قالت انا متمنية ندي الحلواجي تاع السلطان و نطقت لكبيرة و قالت
data/baraa_ytb_part0005.mp3,وانا متمنية ندي الطباخ تاع السلطان بقات ختهم الصغيرة ساكتة دارو ليها و قالولها و نتيا واش راكي حابة نطقت ختهم
data/baraa_ytb_part0006.mp3,ليهم و قاتلهم انا كون نقولكم توليو تضحكو عليا امالا مانقولش بقاو وراها حتى قاتلهم يلي راهي حابة تتزوج بالسلطان
data/baraa_ytb_part0007.mp3,ضحكو عليها خواتاتها و في هاداك الوقت كان السلطان فايت ملباب دارهم وسمع لحديث لي دار بيناتهم
data/baraa_ytb_part0008.mp3,ولا لقصر كي ولا لقصر طلب ملخدامة تاعو يروحو لهاديك الدار و يجيبو هادوك ثلث بنات
data/baraa_ytb_part0009.mp3,كيما كان الحال راحو الخدامة للدار و امرو هادوك البنات و قالولهم بلي السلطان راهو حا يسحقكم خافو لبنات
data/baraa_ytb_part0010.mp3,مع لول بصح مايقدروش يرفضو للسلطان طلبو هزو بعضاهم و راحو للقصر بدا السلطان يسقسي فيهم
data/baraa_ytb_part0011.mp3,سقسى لكبيرة لولة و قالها نتيا بيمن حابة تزوجي قاتلو ياسيد السلطان انا حابة نزوج بالطباخ
data/baraa_ytb_part0012.mp3,تاعك قالها ضرك نزوجك بيه و هاو ليك واش حبيتي زاد دار لتانية و قالها و نتيا
data/baraa_ytb_part0013.mp3,بيمن حابة تزوجي قاتلو ياسيد السلطان انا حابة نزوج بالحلواني تاعك قالها و نتي تاني ضرك نزوجك بيه
data/baraa_ytb_part0014.mp3,و ليك كيما ختك دي واش حبيتي بقات ختهم الصغيرة تلفت ليها السلطان و قالها
data/baraa_ytb_part0015.mp3,ونتيا بمن حابة تزوجي حشمت البنت و خافت مالسلطان ولات تبكي شاف السلطان معاها و قالها
data/baraa_ytb_part0016.mp3,حبيت نطلب منك طلب ايادرا تقبليه ولا لالا شافت معاه البنت الصغيرة و قاتلو اطلب يا سيد
data/baraa_ytb_part0017.mp3,السلطان قالها تتزوجي بيا فرحت البنت الصغيرة و قاتلو نقبل بالفرح و السرور
data/baraa_ytb_part0018.mp3,و تزوجو روح يا زمان و ولي يا زمان هزت هاديك مرت السلطان وجابت
data/baraa_ytb_part0019.mp3,طفل و طفلة توام طفل عندو قرن فضة و طفلة عندها قرن ذهب كانو فرحانين بيهم
data/baraa_ytb_part0020.mp3,لأقصى حد مبعدا السلطان جاتو مهمة تاع حرب في بلاد بعيدة و قرر
data/baraa_ytb_part0021.mp3,بأه يروح و كانو خواتات مرتو غيرانين منها علي عايشة فهاداك الخير و زاد جابت طفل و طفلة
data/baraa_ytb_part0022.mp3,بقرن فضة و قرن ذهب و تشاورو بيناتهم و قالو لازمنا نديو صغارها و نشتوهم
data/baraa_ytb_part0023.mp3,المهم ماتقعدش هانية و كيما كان الحال سافر هاداك السلطان وراح للحرب لخواتات الشريرات قعدو يترقبو
data/baraa_ytb_part0024.mp3,حتى في ليلة من ليالي رقدو اهل القصر كامل دخلو هادك زوج خواتات شيطانات و راحو عند ختهم و داو
data/baraa_ytb_part0025.mp3,زوج ولاد و حطوهم في القفة و حطوهم فالواد لغدوة منداك كاين واحد الحطاب فالغابة كي راح للواد
data/baraa_ytb_part0026.mp3,ضرب بعينو لقى هاديك القفة حلها لقى فيها زوج ولاد راح يجري فرحان لمرتو و قالها حنا
data/baraa_ytb_part0027.mp3,ربي مارزقناش لولاد بصح شوفي واش لقيت يامرا قاتلو واش لقيت يا راجل حللها القفة لقات هادوك زوج ولاد فرحو بزاف
data/baraa_ytb_part0028.mp3,و سماو الطفل جميل و الطفلة جميلة اما لخواتات راحو خبرو السلطان بعد ما جا من السفر و قالو
data/baraa_ytb_part0029.mp3,لو بلي مرتو عمرها لا حباتو و راحت رمات ولادو تغشش السلطان وحكم
data/baraa_ytb_part0030.mp3,المرا تاعو و حطها فالحبس جميل و جميلة قعدو عند هاداك الشايب و لعجوز مربيينهم حتى كبرو
data/baraa_ytb_part0031.mp3,روح يا زمان و ولي يا زمان مرضت العجوزة هاديك وقبل ما تموت وصات راجلها و قاتلو توله يا راجل
data/baraa_ytb_part0032.mp3,لازم تقول لجميل و جميلة الحقيقة و تقولهم بلي رانا مربيينهم وحنا ماناش والديهم تاع الصح ولازم عليهم يحوسو على والديهم الحقيقيين
data/baraa_ytb_part0033.mp3,ماتت لمرة و بقى الراجل مع جميل و جميلة فات زمان زاد
data/baraa_ytb_part0034.mp3,مرض الراجل و هو على فراش الموت عيط لجميل و جميلة و قالهم لازملي نقولكم الحقيقة حنا ماشي والديكم
data/baraa_ytb_part0035.mp3,و والديكم تاع الصح مانعرفوهمش انا لقيتكم فالواد محطوطين في قفة هزيتكم و جبتكم ربيناكم فات وقت قصير ومات هاداك
data/baraa_ytb_part0036.mp3,الشايب وقعدو جميل و جميلة وحدهم ولا جميلة كل نهار يروح يصيد و جميلة
data/baraa_ytb_part0037.mp3,تروح معاه يحطها فوق حصانو هو يصيد و هي تلعب و في  مرة من المرات جاو فايتين خوالاتهم الشريرات
data/baraa_ytb_part0038.mp3,و شافوهم و عرفوهم من القرون تاعهم القرن فضة و القرن ذهب بلي راهم ولاد ختهم  شافو مع بعضاهم و قالو
data/baraa_ytb_part0039.mp3,لازملنا نتخلصو منهم لا يتكشف أمرنا و كيما كان الحال راحو عند واحد الستوت و حكاولها لحكاية وقالولها
data/baraa_ytb_part0040.mp3,لازمك تعاونينا باه نتخلصو منهم قاتلهم الستوت ماكان حتى مشكل راحت الستوت هاديك و بقات تعس في جميل و جميلة
data/baraa_ytb_part0041.mp3,واحد نهار جا جميل يصيد كيما العادة و قال لجميلة هايا تروحي معايا ماحبتش جميلة قالتلو
data/baraa_ytb_part0042.mp3,روح برك ياخويا وانايا نقعد عندي شغالات بزاف فدار و لازملي نخلصهم راح جميل و وصى ختو باه ماتحلش لباب
data/baraa_ytb_part0043.mp3,قاتلو روح وماتخافش ياخويا روح مهني راح جميل يصيد و ستوت هاديك راهي تعس لقات جميل راح راحت طبطبت عل الباب
data/baraa_ytb_part0044.mp3,جميلة وقالت للستوت وشكون نتي نطقت الستوت ليها وقالتلها انا حبيبة مك
data/baraa_ytb_part0045.mp3,و جيت نفاقد فيكم نتيا و خوك دخلتها جميلة لجنان وفرحت بيها ستوت شافت مع لجنان وقالتلها لجنان تاعك مليح
data/baraa_ytb_part0046.mp3,بصح خصاتو حاجة قالتلها جميلة و واش لي خصاتو يا خالتي قالتلها خاصتو العين تاع الفضة
data/baraa_ytb_part0047.mp3,شافت معاها جميلة و قالتلها وانا منين راحا نجيب العين هادي تاع الفضة نطقت ليها لعجوز و قاتلها العين تاع الفضة تلقايها في
data/baraa_ytb_part0048.mp3,بلاد العجايب قالتلها جيبيها باش يكمل لجنان تاعك و يولي خير من هاكا وراحت الستوت و خلات جميلة
data/baraa_ytb_part0049.mp3,و جميلة كلاها الفضول باه تجيب هاديك العين كي جا خوها من الصيد قالتلو يا خويا لازملي لعين تاع الفضة
data/baraa_ytb_part0050.mp3,وبلاستها في بلاد العجايب ماحبش خوها المرة لولة بقات تحاول فيه قبل لغدوة منداك
data/baraa_ytb_part0051.mp3,هز حصانو وراح وهو في طريقو لقا واحد الشايب شعرو بيض ولحيتو بيضة سقساه وقالو ياوليدي
data/baraa_ytb_part0052.mp3,نتا وين اك رايح قالو جميل انا ني رايح لعين الفضة شاف ليه الشايب وقالو هادا لي بعثك مايشتيلكش الخير
data/baraa_ytb_part0053.mp3,قالو الطريق هادي واعرة شاف معاه جميل وقالو ختي هيا لي بعثتني و ختي تحبني وانا مانقدرش نرفضلها طلب
data/baraa_ytb_part0054.mp3,شاف معاه هاداك الشايب و قالو شوف ياوليدي روح كمل فطريق هادي تلقى قدام العين حنش هو كي يعود راقد
data/baraa_ytb_part0055.mp3,او يبقى حال عينيه كي يعود فاطن راهو يقفل عينيه قالو اتفكر كلامي كي توصل للعين هاديك قبل ما تهز منها ال
data/baraa_ytb_part0056.mp3,ما شوف مع الحنش اذا لقيت عينيه محلولين ازرب هز الما ويلا لقيتو مغمضهم سما فاضل ماتقربش راح جميل
data/baraa_ytb_part0057.mp3,و كمل فهاديك الطريق حتى وصل للعين كي وصل جميل للعين لقا هاداك لحنش حال عينيه سما راقد زرب جميل هز الدلوة
data/baraa_ytb_part0058.mp3,تاعو وزرب عمرها من العين وركب فوق حصانو ورجع يجري للدار كي وصل لدار راح حكم الدلوة هاديك وصبها فلعين تاع
data/baraa_ytb_part0059.mp3,لجنينة ولات العين فضية فرحت جميلة بزاف وبقات تسنى
data/baraa_ytb_part0060.mp3,باه تجيها لعجوز الستوت و تشوفها و كيما كان الحال راح جميل صباح
data/baraa_ytb_part0061.mp3,يصيد كي لعادة و كي ستوت عرفت بالوقت تاع جميل خرج من الدار راحت وطبطبت على جميلة حالتلها جميلة لباب دخلت الستوت
data/baraa_ytb_part0062.mp3,وهيا داهشة لقات لما تاع العين فضي شافت مع جميلة و قالتلها والله يا بنتي لا جنانك زاد
data/baraa_ytb_part0063.mp3,ولا خير من لي كان قالتلها بصح خصاتو حاجة نطقت ليها جميلة وقالتلها واش خصاتو تاني يا خالتي
data/baraa_ytb_part0064.mp3,قالتلها ديك الستوت خاصاتو شجرة يكون الورقة منها تغني غناية مختلفة على ختها وراحت وخلات جميلة
data/baraa_ytb_part0065.mp3,كي لعادة فضولها قتلها و سنات خوها حتى جا و قالتلو ياخويا جيبلي الشجرة لي كل ورقة منها تغني غناية
data/baraa_ytb_part0066.mp3,شاف جميل معاها و قالها او نتي هبلتي بالاك انا عرضت حياتي للخطر لمرة لي فاتت ونتي زايدة تقوليلي زيد روح بقات تحاول فيه
data/baraa_ytb_part0067.mp3,و تقولو روح برك اخويا مشي انا ختك وعزيزة عليك شاف جميل معاها و ما لقى مايهدر وقالها لغدوة صباح نوض نروح نجيبهالك
data/baraa_ytb_part0068.mp3,غدوة منداك ناض جميل صباح بكري وحكم الطريق و في طريقو زاد لقى نفس الشايب لي لقاه لمرة لي فاتت
data/baraa_ytb_part0069.mp3,وقالو وين اك رايح ياوليدي زدت وليت لهنا نطق جميل و قالو راهي ختي حاولتني وانا كيما تعرف
data/baraa_ytb_part0070.mp3,مانقدرش نرفضلها طلب المهم الشايب هاداك زاد وصاه و قالو شوف اوليدي كمل فالطريق وكي توصل لهاد الشجرة
data/baraa_ytb_part0071.mp3,تلقا عاسها صيد و حكايتو  كيما حكاية لحنش لا لقيتو مغمض عينيه يسما راهو فاطن ويلا لقيتو حال عينيه
data/baraa_ytb_part0072.mp3,سما راهو راقد زرب هز الغصن تاع الشجرة تاعك وسير في طريقك مدلو مراية قالو حكمها عندك ياولدي كي تخرج اذا صراتلك حاجة مشي مليحة
data/baraa_ytb_part0073.mp3,المراية هادي رايحة تولي كحلة كمل جميل الطريق حتى وصل للشجرة ولقى هاداك الصيد ولقاه حال عينيه يعني لقاه
data/baraa_ytb_part0074.mp3,راقد هبط جميل من الخيل تاعو وزرب نحى الغصن من الشجرة و راح يجري للدار كي وصل
data/baraa_ytb_part0075.mp3,راح غرس هاداك الغصن في لجنينة تاعهم فرحت جميلة بزاف كي لقات الشجرة هاديك كل ورقة تغني غناية
data/baraa_ytb_part0076.mp3,بقات تسنى في الستوت باه تزيد تاطيها رايها ولغدوة منداك راح جميل يصيد كي لعادة وجات الستوت و حلتلها جميلة
data/baraa_ytb_part0077.mp3,الباب كي حلتلها الباب دخلت الستوت وهي في بالها بلي راهي رايحة تكون تخلصت من جميل بصح المفاجئة انها
data/baraa_ytb_part0078.mp3,لقات الشجرة لي كل ورقة منها تغني غناية دهشت هاديك الستوت بصح مابينتش الدهشة تاعها لجميلة و دارتلها و قالتلها
data/baraa_ytb_part0079.mp3,راهو لجنان تاعكم راهو ولا ما شاء الله عليه بصح مازالت خاصاتو حاجة شافت معاها جميلة وقالتلها
data/baraa_ytb_part0080.mp3,واش باقي خاص تاني يا خالتي قالتلها الستوت خاصك الفرخ لي يهدر وتلقايه في نفس
data/baraa_ytb_part0081.mp3,لبلاصة وراحت كي لعادة وخلات جميلة تاكل في بعضاها و كي جا خوها م الصيد حكمتو وبقات تحاول فيه وتقولو
data/baraa_ytb_part0082.mp3,ياخويا لعزيز انا ختك روح جيبلي هاد العجايب وجيبلي لفرخ هادا والله راح يكون آخر طلب ليا
data/baraa_ytb_part0083.mp3,ماقبلش جميل وبقات تحاول فيه و تحاول فيه حتى قالها سلمت أمري لله غدوة نروح نجيبهولك وكيما كان الحال
data/baraa_ytb_part0084.mp3,حكم جميل الطريق توكل على ربي و راح و في الطريق كي لعادة هاداك لي شعرو بيض و لحيتو بيضة
data/baraa_ytb_part0085.mp3,وقالو وين زيد رايح ياولدي قالو جميل لحكاية و قالو راهي ختي تحوس على العصفور لي يتكلم
data/baraa_ytb_part0086.mp3,شاف ليه الشايب و قالو مهمتك هاد المرة صعيبة شوف انا واش نقولك هاذ العص
data/baraa_ytb_part0087.mp3,فور راه مكار صعيب هو يدير روحو راقد بصح ماهوش راقد يحط راسو تحت جناحو ويهدر ويقول انا ني
data/baraa_ytb_part0088.mp3,راح نرقد ولي حاب يحكمني يحكمني نتا ماتسمعلوش على خاطر كون تروح الد
data/baraa_ytb_part0089.mp3,قيقة لي يهدر فيها راهو يحكمك وتولي حجر وراك كون توصل تما و تشوف هادوك لحجر راهم ماهومش حجر راهم عباد  لي جاو يحكموه
data/baraa_ytb_part0090.mp3,وتحولو لحجر قالو اوليدي كمل كمل في طريقك حتى توصل كمل جميل الطريق وصل للشجرة
data/baraa_ytb_part0091.mp3,هاديك ولقى العصفور هاداك راح فوق غصن الشجرة وحط راسو تحت جناحو وقال انا ني راح نرقد و
data/baraa_ytb_part0092.mp3,لي حاب يحكمني يجي يحكمني وجميل بلا تردد صوطا عندو وحكمو وفهاديك اللحظة تحول لحجرة
data/baraa_ytb_part0093.mp3,وكانت فالدار جميلة كانت ساعة على ساعة تروح للمراية هاديك تشوف ليها وفاللحظة لي تحول فيها جميل لحجرة ولات لمراية هاديك
data/baraa_ytb_part0094.mp3,كحلة خافت جميلة على خوها وولات تبكي مبعدا قالت وين راه الحل واش رايحة ندير انا ضركا مبعد قالت السبيل الوحيد باه
data/baraa_ytb_part0095.mp3,نوصل لخويا هو اني نروح لبلاد العجايب وهي في طريقها تلاقات بالشايب هاداك لي موالف يلقاه جميل
data/baraa_ytb_part0096.mp3,كي شافها راح ليها و قالها يا بنيتي وين راكي رايحة حكاتلو لحكاية وقبل ماتكمل قالها
data/baraa_ytb_part0097.mp3,مشي خوك جميل نطقت ليه جميلة وقاتلو انعم ايه جميل خويا و راهو شو وش ما صرالوكملي يا بنتي في طريقك
data/baraa_ytb_part0098.mp3,تلقاي الشجرة لي عليها هاد العصفور لي يتكلم قالها ماديريش كيما دار جميل انا ني وصيتو لكن هوا تسرع
data/baraa_ytb_part0099.mp3,باه يحكمو و راهو تحول لحجرة  بقات تسمع جميلة لهاداك الشايب وقالها العصفور يروح فوق غصن الشجرة
data/baraa_ytb_part0100.mp3,يحط راسو تحت جناحو ويقول لي حب يحكمني يقدم انا ني راح نرقد قالها ماديريش فيه لامان قالها حتى تفوت
data/baraa_ytb_part0101.mp3,زمان قالها سع وروحي حكميه راحت جميلة وصلت للشجرة ولقات لفرخ و دار كيما قالها الشيخ
data/baraa_ytb_part0102.mp3,حط راسو تحت جناحو و قال انا ني رايح نرقد لي حب يحكمني يجي ماتسرعتش جميلة وبقات تسنى مدة
data/baraa_ytb_part0103.mp3,من الزمان حتى تأكدت بلي العصفور هاداك رقد صح راحت ليه و حكمتو مع حكمتو بدات تسقسي فيه
data/baraa_ytb_part0104.mp3,وين خويا قولي ويناهو خويا نطقلها العصفور و قالها انايا خوك عبالي بلي راهو حجرة مالحجرات هادو
data/baraa_ytb_part0105.mp3,بصح باه نقولك وينه فيهم اه نكدب عليك قاتلو وشي هو الحل قالها الحل تاعك هو انك تروحي للعين تاع الفضة
data/baraa_ytb_part0106.mp3,و تجيبي طاس كبيه علحجر قالها ضوك يخرج خوك راحت جميلة للعين وصلت ليها عمرت طاسها من العين
data/baraa_ytb_part0107.mp3,وراحت تجري للبلاصة لي فيها لحجر وبقات كل مرة تصب قطرة على حجرة
data/baraa_ytb_part0108.mp3,و هي تتحول و تولي انسان ومالقاتش خوها حتى بقاتلها قطرة فطاس راحت صبتها على الحجرة لخرة وتحولت هاديك
data/baraa_ytb_part0109.mp3,الحجرة ولات جميل عنقتو ختو وبقات تبكي وتقولو سامحني ياخويا وكي وصلو بالسلامة لدارهم
data/baraa_ytb_part0110.mp3,ورتحو شوية قاتلو حكاية الستوت رقدو الخاوة وفصباح ماحبش جميل يروح يصيد وهو يسنى فالس
data/baraa_ytb_part0111.mp3,توت وكي لعادة جات الستوت طبطب باه تشوف وش صرا راح العصفور وصرفقلها عينيها
data/baraa_ytb_part0112.mp3,علابالو بلي راهي تقدر تأذيهم ولات هاديك العجوز تبكي وماشية فالطريق راح ليها جميل وحكمها قالها رواحي هنا قالها وين راكي
data/baraa_ytb_part0113.mp3,رايحة قوليلي شكون لي بعثك لينا باه تأذينا نطقت ليه لعجوز وحكاتلو حكاية خوالاتو و قاتلو بلي هوما
data/baraa_ytb_part0114.mp3,كي شافوكم خافو لكان يتكشف أمرهم وبعثوني ليكم باه نقضي عليكم طلق جميل هاديك الستوت وبقا يحوس في حيلة باه
data/baraa_ytb_part0115.mp3,يتوصل بيها لباباه السلطان دبر عليه الفرخ دبارة وقالو نقولك ا جميل وش دير نتوما عندكم لعجب فهاد لجنان تاعكم و
data/baraa_ytb_part0116.mp3,السلطان يحب لحوايج هادو مالا ديرلو عرضة و عرضو و تما يتعرف عليكم خدا جميل بنصيحة العصفور ودار وش طلب
data/baraa_ytb_part0117.mp3,منو و قدم عرضة للسلطان السلطان مارفضش طلبو وراح كي وصل السلطان للدار
data/baraa_ytb_part0118.mp3,شاف في لقصر هاداك منبهر بهادوك لحوايج العجيبة لي راهم فيه مبعدا راح قعد وقال وين هوما مالين الدار
data/baraa_ytb_part0119.mp3,جا جميل و جميلة مع شافهم السلطان عرفهم بلي راهم ولادو ملقرن لي فوق راسهم فرح بزاف
data/baraa_ytb_part0120.mp3,وبكى و عنقهم حكالو جميل و جميلة حكايتهم و وش قاتلهم الستوت السلطان هز ولادو وتوجه
data/baraa_ytb_part0121.mp3,لقصر وفك سراح امهم وعاقب خواتات مرتو عقاب شديد وعاشو العاي
data/baraa_ytb_part0122.mp3,لة تاع جميل و جميلة بسعادة وهناء وسلام في حكاية أخرى ان شاء الله
data/baraa_litama_2_part0001.mp3,للقبر و يرضعو من هاذاك الضرع تباعت البقرة بصح لولاد مازالو كيما راهم
data/baraa_litama_2_part0002.mp3,شابين و صحاح حارت مرت باباهم و وصات بنتها تبعهم و تشوفهم واش ياكلو
data/baraa_litama_2_part0003.mp3,و تاكل كيفهم باه تكبر و تزيان كيما هوما تَبعتهم لقاتهم راحوا للقبر
data/baraa_litama_2_part0004.mp3,تاع ماماهم و كي فاقوا باللي راها تعس فيهم دارو روحهم ياكلوا في الحشيش كلات كيفهم
data/baraa_litama_2_part0005.mp3,بالصح مازيانتش صفارت و مرضت مرت باباهم ضَربَتْهُم و قالتَلهم علاه أنتم تاكلو
data/baraa_litama_2_part0006.mp3,الحشيش تكبرو و هي مَرْضَت كي راحت ترقد بقات تخمم كيفاش تدير باش تتهنى منهم
data/baraa_litama_2_part0007.mp3,قالت لراجلها يا راجل البلاد هاذي ما فيهاش الخير لازم نرحلوا منها
data/baraa_litama_2_part0008.mp3,الصباح ناضوا بكري و لمو قشهم و رحلوا فالطريق جازوا على واد
data/baraa_litama_2_part0009.mp3,مَدت للطفل كَسْكاس و قالتلو عمر فيه الماء و مدت للطفْلَة الصوف كحلۃ
data/baraa_litama_2_part0010.mp3,و قالتَلها رديها بيضَة راحوا لَولاد مساكن للواد و بدى الطْفل يعمر في الكسكاس
data/baraa_litama_2_part0011.mp3,و هو يقطر و الطفلة تغسل في الصوف ما تنقاتش وَلى
data/baraa_litama_2_part0012.mp3,الطْفَل يْغلق في الكَسِكاسِ بالطين باش يتعمرلو بالماء جاء ليه زاوش و قالو طري بالطينْ
data/baraa_litama_2_part0013.mp3,يَا مَسْكين نَاسَكْ رَحلوا و أنت في العين كي سمعو الزاوش يقوللهم هكذاْ فاقوا بلي
data/baraa_litama_2_part0014.mp3,كاين حاجة و رَواحوا للدَار مَرت باباهم قْبَل ما ترِحَل
data/baraa_litama_2_part0015.mp3,خَبْزَتلهم الكسرة و دارت فيها الرهْج و رَبطت الكلب في الرحى الطاحونة   هو يدور و
